Term,Score,Polarity,isAcquired
inactive,1,NEG,Y
inadequacy,1,NEG,Y
inadequate,1,NEG,Y
inadequately,1,NEG,Y
inadverent,1,NEG,Y
inadverently,1,NEG,Y
inadvisable,1,NEG,Y
inadvisably,1,NEG,Y
inane,1,NEG,Y
inanely,1,NEG,Y
inappropriate,1,NEG,Y
inappropriately,1,NEG,Y
inapt,1,NEG,Y
inaptitude,1,NEG,Y
inarticulate,1,NEG,Y
inattentive,1,NEG,Y
inaudible,1,NEG,Y
incapable,1,NEG,Y
incapably,1,NEG,Y
incautious,1,NEG,Y
incendiary,1,NEG,Y
incense,1,NEG,Y
incessant,1,NEG,Y
incessantly,1,NEG,Y
incite,1,NEG,Y
incitement,1,NEG,Y
incivility,1,NEG,Y
inclement,1,NEG,Y
incognizant,1,NEG,Y
incoherence,1,NEG,Y
incoherent,1,NEG,Y
incoherently,1,NEG,Y
incommensurate,1,NEG,Y
incomparable,1,NEG,Y
incomparably,1,NEG,Y
incompatability,1,NEG,Y
incompatibility,1,NEG,Y
incompatible,1,NEG,Y
incompetence,1,NEG,Y
incompetent,1,NEG,Y
incompetently,1,NEG,Y
incomplete,1,NEG,Y
incompliant,1,NEG,Y
incomprehensible,1,NEG,Y
incomprehension,1,NEG,Y
inconceivable,1,NEG,Y
inconceivably,1,NEG,Y
incongruous,1,NEG,Y
incongruously,1,NEG,Y
inconsequent,1,NEG,Y
inconsequential,1,NEG,Y
inconsequentially,1,NEG,Y
inconsequently,1,NEG,Y
inconsiderate,1,NEG,Y
inconsiderately,1,NEG,Y
inconsistence,1,NEG,Y
inconsistencies,1,NEG,Y
inconsistency,1,NEG,Y
inconsistent,1,NEG,Y
inconsolable,1,NEG,Y
inconsolably,1,NEG,Y
inconstant,1,NEG,Y
inconvenience,1,NEG,Y
inconveniently,1,NEG,Y
incorrect,1,NEG,Y
incorrectly,1,NEG,Y
incorrigible,1,NEG,Y
incorrigibly,1,NEG,Y
incredible,1,POS,Y
incredibly,1,POS,Y
incredulous,1,NEG,Y
incredulously,1,NEG,Y
inculcate,1,NEG,Y
indebted,1,POS,Y
indecency,1,NEG,Y
indecent,1,NEG,Y
indecently,1,NEG,Y
indecision,1,NEG,Y
indecisive,1,NEG,Y
indecisively,1,NEG,Y
indecorum,1,NEG,Y
indefensible,1,NEG,Y
indelicate,1,NEG,Y
indeterminable,1,NEG,Y
indeterminably,1,NEG,Y
indeterminate,1,NEG,Y
indifference,1,NEG,Y
indifferent,1,NEG,Y
indigent,1,NEG,Y
indignant,1,NEG,Y
indignantly,1,NEG,Y
indignation,1,NEG,Y
indignity,1,NEG,Y
indiscernible,1,NEG,Y
indiscreet,1,NEG,Y
indiscreetly,1,NEG,Y
indiscretion,1,NEG,Y
indiscriminate,1,NEG,Y
indiscriminately,1,NEG,Y
indiscriminating,1,NEG,Y
indistinguishable,1,NEG,Y
individualized,1,POS,Y
indoctrinate,1,NEG,Y
indoctrination,1,NEG,Y
indolent,1,NEG,Y
indulge,1,NEG,Y
indulgence,1,POS,Y
indulgent,1,POS,Y
industrious,1,POS,Y
ineffective,1,NEG,Y
ineffectively,1,NEG,Y
ineffectiveness,1,NEG,Y
ineffectual,1,NEG,Y
ineffectually,1,NEG,Y
ineffectualness,1,NEG,Y
inefficacious,1,NEG,Y
inefficacy,1,NEG,Y
inefficiency,1,NEG,Y
inefficient,1,NEG,Y
inefficiently,1,NEG,Y
inelegance,1,NEG,Y
inelegant,1,NEG,Y
ineligible,1,NEG,Y
ineloquent,1,NEG,Y
ineloquently,1,NEG,Y
inept,1,NEG,Y
ineptitude,1,NEG,Y
ineptly,1,NEG,Y
inequalities,1,NEG,Y
inequality,1,NEG,Y
inequitable,1,NEG,Y
inequitably,1,NEG,Y
inequities,1,NEG,Y
inescapable,1,NEG,Y
inescapably,1,NEG,Y
inessential,1,NEG,Y
inestimable,1,POS,Y
inestimably,1,POS,Y
inevitable,1,NEG,Y
inevitably,1,NEG,Y
inexcusable,1,NEG,Y
inexcusably,1,NEG,Y
inexorable,1,NEG,Y
inexorably,1,NEG,Y
inexpensive,1,POS,Y
inexperience,1,NEG,Y
inexperienced,1,NEG,Y
inexpert,1,NEG,Y
inexpertly,1,NEG,Y
inexpiable,1,NEG,Y
inexplainable,1,NEG,Y
inextricable,1,NEG,Y
inextricably,1,NEG,Y
infallibility,1,POS,Y
infallible,1,POS,Y
infallibly,1,POS,Y
infamous,1,NEG,Y
infamously,1,NEG,Y
infamy,1,NEG,Y
infected,1,NEG,Y
infection,1,NEG,Y
infections,1,NEG,Y
inferior,1,NEG,Y
inferiority,1,NEG,Y
infernal,1,NEG,Y
infest,1,NEG,Y
infested,1,NEG,Y
infidel,1,NEG,Y
infidels,1,NEG,Y
infiltrator,1,NEG,Y
infiltrators,1,NEG,Y
infirm,1,NEG,Y
inflame,1,NEG,Y
inflammation,1,NEG,Y
inflammatory,1,NEG,Y
inflammed,1,NEG,Y
inflated,1,NEG,Y
inflationary,1,NEG,Y
inflexible,1,NEG,Y
inflict,1,NEG,Y
influential,1,POS,Y
infraction,1,NEG,Y
infringe,1,NEG,Y
infringement,1,NEG,Y
infringements,1,NEG,Y
infuriate,1,NEG,Y
infuriated,1,NEG,Y
infuriating,1,NEG,Y
infuriatingly,1,NEG,Y
ingenious,1,POS,Y
ingeniously,1,POS,Y
ingenuity,1,POS,Y
ingenuous,1,POS,Y
ingenuously,1,POS,Y
inglorious,1,NEG,Y
ingrate,1,NEG,Y
ingratitude,1,NEG,Y
inhibit,1,NEG,Y
inhibition,1,NEG,Y
inhospitable,1,NEG,Y
inhospitality,1,NEG,Y
inhuman,1,NEG,Y
inhumane,1,NEG,Y
inhumanity,1,NEG,Y
inimical,1,NEG,Y
inimically,1,NEG,Y
iniquitous,1,NEG,Y
iniquity,1,NEG,Y
injudicious,1,NEG,Y
injure,1,NEG,Y
injurious,1,NEG,Y
injury,1,NEG,Y
injustice,1,NEG,Y
injustices,1,NEG,Y
innocuous,1,POS,Y
innovation,1,POS,Y
innovative,1,POS,Y
innuendo,1,NEG,Y
inoperable,1,NEG,Y
inopportune,1,NEG,Y
inordinate,1,NEG,Y
inordinately,1,NEG,Y
inpressed,1,POS,Y
insane,1,NEG,Y
insanely,1,NEG,Y
insanity,1,NEG,Y
insatiable,1,NEG,Y
insecure,1,NEG,Y
insecurity,1,NEG,Y
insensible,1,NEG,Y
insensitive,1,NEG,Y
insensitively,1,NEG,Y
insensitivity,1,NEG,Y
insidious,1,NEG,Y
insidiously,1,NEG,Y
insightful,1,POS,Y
insightfully,1,POS,Y
insignificance,1,NEG,Y
insignificant,1,NEG,Y
insignificantly,1,NEG,Y
insincere,1,NEG,Y
insincerely,1,NEG,Y
insincerity,1,NEG,Y
insinuate,1,NEG,Y
insinuating,1,NEG,Y
insinuation,1,NEG,Y
insociable,1,NEG,Y
insolence,1,NEG,Y
insolent,1,NEG,Y
insolently,1,NEG,Y
insolvent,1,NEG,Y
insouciance,1,NEG,Y
inspiration,1,POS,Y
inspirational,1,POS,Y
inspire,1,POS,Y
inspiring,1,POS,Y
instability,1,NEG,Y
instable,1,NEG,Y
instantly,1,POS,Y
instigate,1,NEG,Y
instigator,1,NEG,Y
instigators,1,NEG,Y
instructive,1,POS,Y
instrumental,1,POS,Y
insubordinate,1,NEG,Y
insubstantial,1,NEG,Y
insubstantially,1,NEG,Y
insufferable,1,NEG,Y
insufferably,1,NEG,Y
insufficiency,1,NEG,Y
insufficient,1,NEG,Y
insufficiently,1,NEG,Y
insular,1,NEG,Y
insult,1,NEG,Y
insulted,1,NEG,Y
insulting,1,NEG,Y
insultingly,1,NEG,Y
insults,1,NEG,Y
insupportable,1,NEG,Y
insupportably,1,NEG,Y
insurmountable,1,NEG,Y
insurmountably,1,NEG,Y
insurrection,1,NEG,Y
intefere,1,NEG,Y
inteferes,1,NEG,Y
integral,1,POS,Y
integrated,1,POS,Y
intelligence,1,POS,Y
intelligent,1,POS,Y
intelligible,1,POS,Y
intense,1,NEG,Y
interesting,1,POS,Y
interests,1,POS,Y
interfere,1,NEG,Y
interference,1,NEG,Y
interferes,1,NEG,Y
intermittent,1,NEG,Y
interrupt,1,NEG,Y
interruption,1,NEG,Y
interruptions,1,NEG,Y
intimacy,1,POS,Y
intimate,1,POS,Y
intimidate,1,NEG,Y
intimidating,1,NEG,Y
intimidatingly,1,NEG,Y
intimidation,1,NEG,Y
intolerable,1,NEG,Y
intolerablely,1,NEG,Y
intolerance,1,NEG,Y
intoxicate,1,NEG,Y
intractable,1,NEG,Y
intransigence,1,NEG,Y
intransigent,1,NEG,Y
intricate,1,POS,Y
intrigue,1,POS,Y
intriguing,1,POS,Y
intriguingly,1,POS,Y
intrude,1,NEG,Y
intrusion,1,NEG,Y
intrusive,1,NEG,Y
intuitive,1,POS,Y
inundate,1,NEG,Y
inundated,1,NEG,Y
invader,1,NEG,Y
invalid,1,NEG,Y
invalidate,1,NEG,Y
invalidity,1,NEG,Y
invaluable,1,POS,Y
invaluablely,1,POS,Y
invasive,1,NEG,Y
invective,1,NEG,Y
inveigle,1,NEG,Y
inventive,1,POS,Y
invidious,1,NEG,Y
invidiously,1,NEG,Y
invidiousness,1,NEG,Y
invigorate,1,POS,Y
invigorating,1,POS,Y
invincibility,1,POS,Y
invincible,1,POS,Y
inviolable,1,POS,Y
inviolate,1,POS,Y
invisible,1,NEG,Y
involuntarily,1,NEG,Y
involuntary,1,NEG,Y
invulnerable,1,POS,Y
irascible,1,NEG,Y
irate,1,NEG,Y
irately,1,NEG,Y
ire,1,NEG,Y
irk,1,NEG,Y
irked,1,NEG,Y
irking,1,NEG,Y
irks,1,NEG,Y
irksome,1,NEG,Y
irksomely,1,NEG,Y
irksomeness,1,NEG,Y
irksomenesses,1,NEG,Y
ironic,1,NEG,Y
ironical,1,NEG,Y
ironically,1,NEG,Y
ironies,1,NEG,Y
irony,1,NEG,Y
irragularity,1,NEG,Y
irrational,1,NEG,Y
irrationalities,1,NEG,Y
irrationality,1,NEG,Y
irrationally,1,NEG,Y
irrationals,1,NEG,Y
irreconcilable,1,NEG,Y
irrecoverable,1,NEG,Y
irrecoverableness,1,NEG,Y
irrecoverablenesses,1,NEG,Y
irrecoverably,1,NEG,Y
irredeemable,1,NEG,Y
irredeemably,1,NEG,Y
irreformable,1,NEG,Y
irregular,1,NEG,Y
irregularity,1,NEG,Y
irrelevance,1,NEG,Y
irrelevant,1,NEG,Y
irreparable,1,NEG,Y
irreplaceable,1,POS,Y
irreplacible,1,NEG,Y
irrepressible,1,NEG,Y
irreproachable,1,POS,Y
irresistible,1,POS,Y
irresistibly,1,POS,Y
irresolute,1,NEG,Y
irresolvable,1,NEG,Y
irresponsible,1,NEG,Y
irresponsibly,1,NEG,Y
irretating,1,NEG,Y
irretrievable,1,NEG,Y
irreversible,1,NEG,Y
irritable,1,NEG,Y
irritably,1,NEG,Y
irritant,1,NEG,Y
irritate,1,NEG,Y
irritated,1,NEG,Y
irritating,1,NEG,Y
irritation,1,NEG,Y
irritations,1,NEG,Y
isolate,1,NEG,Y
isolated,1,NEG,Y
isolation,1,NEG,Y
issue,1,NEG,Y
issue-free,1,POS,Y
issues,1,NEG,Y
itch,1,NEG,Y
itching,1,NEG,Y
itchy,1,NEG,Y
jabber,1,NEG,Y
jaded,1,NEG,Y
jagged,1,NEG,Y
jam,1,NEG,Y
jarring,1,NEG,Y
jaundiced,1,NEG,Y
jaw-droping,1,POS,Y
jaw-dropping,1,POS,Y
jealous,1,NEG,Y
jealously,1,NEG,Y
jealousness,1,NEG,Y
jealousy,1,NEG,Y
jeer,1,NEG,Y
jeering,1,NEG,Y
jeeringly,1,NEG,Y
jeers,1,NEG,Y
jeopardize,1,NEG,Y
jeopardy,1,NEG,Y
jerk,1,NEG,Y
jerky,1,NEG,Y
jitter,1,NEG,Y
jitters,1,NEG,Y
jittery,1,NEG,Y
job-killing,1,NEG,Y
jobless,1,NEG,Y
joke,1,NEG,Y
joker,1,NEG,Y
jollify,1,POS,Y
jolly,1,POS,Y
jolt,1,NEG,Y
jovial,1,POS,Y
joy,1,POS,Y
joyful,1,POS,Y
joyfully,1,POS,Y
joyous,1,POS,Y
joyously,1,POS,Y
jubilant,1,POS,Y
jubilantly,1,POS,Y
jubilate,1,POS,Y
jubilation,1,POS,Y
jubiliant,1,POS,Y
judder,1,NEG,Y
juddering,1,NEG,Y
judders,1,NEG,Y
judicious,1,POS,Y
jumpy,1,NEG,Y
junk,1,NEG,Y
junky,1,NEG,Y
junkyard,1,NEG,Y
justly,1,POS,Y
jutter,1,NEG,Y
jutters,1,NEG,Y
kaput,1,NEG,Y
keen,1,POS,Y
keenly,1,POS,Y
keenness,1,POS,Y
kid-friendly,1,POS,Y
kill,1,NEG,Y
killed,1,NEG,Y
killer,1,NEG,Y
killing,1,NEG,Y
killjoy,1,NEG,Y
kills,1,NEG,Y
kindliness,1,POS,Y
kindly,1,POS,Y
kindness,1,POS,Y
knave,1,NEG,Y
knife,1,NEG,Y
knock,1,NEG,Y
knotted,1,NEG,Y
knowledgeable,1,POS,Y
kook,1,NEG,Y
kooky,1,NEG,Y
kudos,1,POS,Y
lack,1,NEG,Y
lackadaisical,1,NEG,Y
lacked,1,NEG,Y
lackey,1,NEG,Y
lackeys,1,NEG,Y
lacking,1,NEG,Y
lackluster,1,NEG,Y
lacks,1,NEG,Y
laconic,1,NEG,Y
lag,1,NEG,Y
lagged,1,NEG,Y
lagging,1,NEG,Y
laggy,1,NEG,Y
lags,1,NEG,Y
laid-off,1,NEG,Y
lambast,1,NEG,Y
lambaste,1,NEG,Y
lame,1,NEG,Y
lame-duck,1,NEG,Y
lament,1,NEG,Y
lamentable,1,NEG,Y
lamentably,1,NEG,Y
languid,1,NEG,Y
languish,1,NEG,Y
languor,1,NEG,Y
languorous,1,NEG,Y
languorously,1,NEG,Y
lanky,1,NEG,Y
lapse,1,NEG,Y
lapsed,1,NEG,Y
lapses,1,NEG,Y
large-capacity,1,POS,Y
lascivious,1,NEG,Y
last-ditch,1,NEG,Y
latency,1,NEG,Y
laud,1,POS,Y
laudable,1,POS,Y
laudably,1,POS,Y
laughable,1,NEG,Y
laughably,1,NEG,Y
laughingstock,1,NEG,Y
lavish,1,POS,Y
lavishly,1,POS,Y
law-abiding,1,POS,Y
lawbreaker,1,NEG,Y
lawbreaking,1,NEG,Y
lawful,1,POS,Y
lawfully,1,POS,Y
lawless,1,NEG,Y
lawlessness,1,NEG,Y
layoff,1,NEG,Y
layoff-happy,1,NEG,Y
lazy,1,NEG,Y
lead,1,POS,Y
leading,1,POS,Y
leads,1,POS,Y
leak,1,NEG,Y
leakage,1,NEG,Y
leakages,1,NEG,Y
leaking,1,NEG,Y
leaks,1,NEG,Y
leaky,1,NEG,Y
lean,1,POS,Y
lech,1,NEG,Y
lecher,1,NEG,Y
lecherous,1,NEG,Y
lechery,1,NEG,Y
led,1,POS,Y
leech,1,NEG,Y
leer,1,NEG,Y
leery,1,NEG,Y
left-leaning,1,NEG,Y
legendary,1,POS,Y
lemon,1,NEG,Y
lengthy,1,NEG,Y
less-developed,1,NEG,Y
lesser-known,1,NEG,Y
letch,1,NEG,Y
lethal,1,NEG,Y
lethargic,1,NEG,Y
lethargy,1,NEG,Y
leverage,1,POS,Y
levity,1,POS,Y
lewd,1,NEG,Y
lewdly,1,NEG,Y
lewdness,1,NEG,Y
liability,1,NEG,Y
liable,1,NEG,Y
liar,1,NEG,Y
liars,1,NEG,Y
liberate,1,POS,Y
liberation,1,POS,Y
liberty,1,POS,Y
licentious,1,NEG,Y
licentiously,1,NEG,Y
licentiousness,1,NEG,Y
lie,1,NEG,Y
lied,1,NEG,Y
lier,1,NEG,Y
lies,1,NEG,Y
life-threatening,1,NEG,Y
lifeless,1,NEG,Y
lifesaver,1,POS,Y
light-hearted,1,POS,Y
lighter,1,POS,Y
likable,1,POS,Y
like,1,POS,Y
liked,1,POS,Y
likes,1,POS,Y
liking,1,POS,Y
limit,1,NEG,Y
limitation,1,NEG,Y
limitations,1,NEG,Y
limited,1,NEG,Y
limits,1,NEG,Y
limp,1,NEG,Y
lionhearted,1,POS,Y
listless,1,NEG,Y
litigious,1,NEG,Y
little-known,1,NEG,Y
lively,1,POS,Y
livid,1,NEG,Y
lividly,1,NEG,Y
loath,1,NEG,Y
loathe,1,NEG,Y
loathing,1,NEG,Y
loathly,1,NEG,Y
loathsome,1,NEG,Y
loathsomely,1,NEG,Y
logical,1,POS,Y
lone,1,NEG,Y
loneliness,1,NEG,Y
lonely,1,NEG,Y
loner,1,NEG,Y
lonesome,1,NEG,Y
long-lasting,1,POS,Y
long-time,1,NEG,Y
long-winded,1,NEG,Y
longing,1,NEG,Y
longingly,1,NEG,Y
loophole,1,NEG,Y
loopholes,1,NEG,Y
loose,1,NEG,Y
loot,1,NEG,Y
lorn,1,NEG,Y
lose,1,NEG,Y
loser,1,NEG,Y
losers,1,NEG,Y
loses,1,NEG,Y
losing,1,NEG,Y
loss,1,NEG,Y
losses,1,NEG,Y
lost,1,NEG,Y
loud,1,NEG,Y
louder,1,NEG,Y
lousy,1,NEG,Y
lovable,1,POS,Y
lovably,1,POS,Y
love,1,POS,Y
loved,1,POS,Y
loveless,1,NEG,Y
loveliness,1,POS,Y
lovelorn,1,NEG,Y
lovely,1,POS,Y
lover,1,POS,Y
loves,1,POS,Y
loving,1,POS,Y
low-cost,1,POS,Y
low-price,1,POS,Y
low-priced,1,POS,Y
low-rated,1,NEG,Y
low-risk,1,POS,Y
lower-priced,1,POS,Y
lowly,1,NEG,Y
loyal,1,POS,Y
loyalty,1,POS,Y
lucid,1,POS,Y
lucidly,1,POS,Y
luck,1,POS,Y
luckier,1,POS,Y
luckiest,1,POS,Y
luckiness,1,POS,Y
lucky,1,POS,Y
lucrative,1,POS,Y
ludicrous,1,NEG,Y
ludicrously,1,NEG,Y
lugubrious,1,NEG,Y
lukewarm,1,NEG,Y
lull,1,NEG,Y
luminous,1,POS,Y
lumpy,1,NEG,Y
lunatic,1,NEG,Y
lunaticism,1,NEG,Y
lurch,1,NEG,Y
lure,1,NEG,Y
lurid,1,NEG,Y
lurk,1,NEG,Y
lurking,1,NEG,Y
lush,1,POS,Y
luster,1,POS,Y
lustrous,1,POS,Y
luxuriant,1,POS,Y
luxuriate,1,POS,Y
luxurious,1,POS,Y
luxuriously,1,POS,Y
luxury,1,POS,Y
lying,1,NEG,Y
lyrical,1,POS,Y
macabre,1,NEG,Y
mad,1,NEG,Y
madden,1,NEG,Y
maddening,1,NEG,Y
maddeningly,1,NEG,Y
madder,1,NEG,Y
madly,1,NEG,Y
madman,1,NEG,Y
madness,1,NEG,Y
magic,1,POS,Y
magical,1,POS,Y
magnanimous,1,POS,Y
magnanimously,1,POS,Y
magnificence,1,POS,Y
magnificent,1,POS,Y
magnificently,1,POS,Y
majestic,1,POS,Y
majesty,1,POS,Y
maladjusted,1,NEG,Y
maladjustment,1,NEG,Y
malady,1,NEG,Y
malaise,1,NEG,Y
malcontent,1,NEG,Y
malcontented,1,NEG,Y
maledict,1,NEG,Y
malevolence,1,NEG,Y
malevolent,1,NEG,Y
malevolently,1,NEG,Y
malice,1,NEG,Y
malicious,1,NEG,Y
maliciously,1,NEG,Y
maliciousness,1,NEG,Y
malign,1,NEG,Y
malignant,1,NEG,Y
malodorous,1,NEG,Y
maltreatment,1,NEG,Y
manageable,1,POS,Y
maneuverable,1,POS,Y
mangle,1,NEG,Y
mangled,1,NEG,Y
mangles,1,NEG,Y
mangling,1,NEG,Y
mania,1,NEG,Y
maniac,1,NEG,Y
maniacal,1,NEG,Y
manic,1,NEG,Y
manipulate,1,NEG,Y
manipulation,1,NEG,Y
manipulative,1,NEG,Y
manipulators,1,NEG,Y
mar,1,NEG,Y
marginal,1,NEG,Y
marginally,1,NEG,Y
martyrdom,1,NEG,Y
martyrdom-seeking,1,NEG,Y
marvel,1,POS,Y
marveled,1,POS,Y
marvelled,1,POS,Y
marvellous,1,POS,Y
marvelous,1,POS,Y
marvelously,1,POS,Y
marvelousness,1,POS,Y
marvels,1,POS,Y
mashed,1,NEG,Y
massacre,1,NEG,Y
massacres,1,NEG,Y
master,1,POS,Y
masterful,1,POS,Y
masterfully,1,POS,Y
masterpiece,1,POS,Y
masterpieces,1,POS,Y
masters,1,POS,Y
mastery,1,POS,Y
matchless,1,POS,Y
matte,1,NEG,Y
mature,1,POS,Y
maturely,1,POS,Y
maturity,1,POS,Y
mawkish,1,NEG,Y
mawkishly,1,NEG,Y
mawkishness,1,NEG,Y
meager,1,NEG,Y
meaningful,1,POS,Y
meaningless,1,NEG,Y
meanness,1,NEG,Y
measly,1,NEG,Y
meddle,1,NEG,Y
meddlesome,1,NEG,Y
mediocre,1,NEG,Y
mediocrity,1,NEG,Y
melancholy,1,NEG,Y
melodramatic,1,NEG,Y
melodramatically,1,NEG,Y
meltdown,1,NEG,Y
memorable,1,POS,Y
menace,1,NEG,Y
menacing,1,NEG,Y
menacingly,1,NEG,Y
mendacious,1,NEG,Y
mendacity,1,NEG,Y
menial,1,NEG,Y
merciful,1,POS,Y
mercifully,1,POS,Y
merciless,1,NEG,Y
mercilessly,1,NEG,Y
mercy,1,POS,Y
merit,1,POS,Y
meritorious,1,POS,Y
merrily,1,POS,Y
merriment,1,POS,Y
merriness,1,POS,Y
merry,1,POS,Y
mesmerize,1,POS,Y
mesmerized,1,POS,Y
mesmerizes,1,POS,Y
mesmerizing,1,POS,Y
mesmerizingly,1,POS,Y
mess,1,NEG,Y
messed,1,NEG,Y
messes,1,NEG,Y
messing,1,NEG,Y
messy,1,NEG,Y
meticulous,1,POS,Y
meticulously,1,POS,Y
midget,1,NEG,Y
miff,1,NEG,Y
mightily,1,POS,Y
mighty,1,POS,Y
militancy,1,NEG,Y
mind-blowing,1,POS,Y
mindless,1,NEG,Y
mindlessly,1,NEG,Y
miracle,1,POS,Y
miracles,1,POS,Y
miraculous,1,POS,Y
miraculously,1,POS,Y
miraculousness,1,POS,Y
mirage,1,NEG,Y
mire,1,NEG,Y
misalign,1,NEG,Y
misaligned,1,NEG,Y
misaligns,1,NEG,Y
misapprehend,1,NEG,Y
misbecome,1,NEG,Y
misbecoming,1,NEG,Y
misbegotten,1,NEG,Y
misbehave,1,NEG,Y
misbehavior,1,NEG,Y
miscalculate,1,NEG,Y
miscalculation,1,NEG,Y
miscellaneous,1,NEG,Y
mischief,1,NEG,Y
mischievous,1,NEG,Y
mischievously,1,NEG,Y
misconception,1,NEG,Y
misconceptions,1,NEG,Y
miscreant,1,NEG,Y
miscreants,1,NEG,Y
misdirection,1,NEG,Y
miser,1,NEG,Y
miserable,1,NEG,Y
miserableness,1,NEG,Y
miserably,1,NEG,Y
miseries,1,NEG,Y
miserly,1,NEG,Y
misery,1,NEG,Y
misfit,1,NEG,Y
misfortune,1,NEG,Y
misgiving,1,NEG,Y
misgivings,1,NEG,Y
misguidance,1,NEG,Y
misguide,1,NEG,Y
misguided,1,NEG,Y
mishandle,1,NEG,Y
mishap,1,NEG,Y
misinform,1,NEG,Y
misinformed,1,NEG,Y
misinterpret,1,NEG,Y
misjudge,1,NEG,Y
misjudgment,1,NEG,Y
mislead,1,NEG,Y
misleading,1,NEG,Y
misleadingly,1,NEG,Y
mislike,1,NEG,Y
mismanage,1,NEG,Y
mispronounce,1,NEG,Y
mispronounced,1,NEG,Y
mispronounces,1,NEG,Y
misread,1,NEG,Y
misreading,1,NEG,Y
misrepresent,1,NEG,Y
misrepresentation,1,NEG,Y
miss,1,NEG,Y
missed,1,NEG,Y
misses,1,NEG,Y
misstatement,1,NEG,Y
mist,1,NEG,Y
mistake,1,NEG,Y
mistaken,1,NEG,Y
mistakenly,1,NEG,Y
mistakes,1,NEG,Y
mistified,1,NEG,Y
mistress,1,NEG,Y
mistrust,1,NEG,Y
mistrustful,1,NEG,Y
mistrustfully,1,NEG,Y
mists,1,NEG,Y
misunderstand,1,NEG,Y
misunderstanding,1,NEG,Y
misunderstandings,1,NEG,Y
misunderstood,1,NEG,Y
misuse,1,NEG,Y
moan,1,NEG,Y
mobster,1,NEG,Y
mock,1,NEG,Y
mocked,1,NEG,Y
mockeries,1,NEG,Y
mockery,1,NEG,Y
mocking,1,NEG,Y
mockingly,1,NEG,Y
mocks,1,NEG,Y
modern,1,POS,Y
modest,1,POS,Y
modesty,1,POS,Y
molest,1,NEG,Y
molestation,1,NEG,Y
momentous,1,POS,Y
monotonous,1,NEG,Y
monotony,1,NEG,Y
monster,1,NEG,Y
monstrosities,1,NEG,Y
monstrosity,1,NEG,Y
monstrous,1,NEG,Y
monstrously,1,NEG,Y
monumental,1,POS,Y
monumentally,1,POS,Y
moody,1,NEG,Y
moot,1,NEG,Y
mope,1,NEG,Y
morality,1,POS,Y
morbid,1,NEG,Y
morbidly,1,NEG,Y
mordant,1,NEG,Y
mordantly,1,NEG,Y
moribund,1,NEG,Y
moron,1,NEG,Y
moronic,1,NEG,Y
morons,1,NEG,Y
mortification,1,NEG,Y
mortified,1,NEG,Y
mortify,1,NEG,Y
mortifying,1,NEG,Y
motionless,1,NEG,Y
motivated,1,POS,Y
motley,1,NEG,Y
mourn,1,NEG,Y
mourner,1,NEG,Y
mournful,1,NEG,Y
mournfully,1,NEG,Y
muddle,1,NEG,Y
muddy,1,NEG,Y
mudslinger,1,NEG,Y
mudslinging,1,NEG,Y
mulish,1,NEG,Y
multi-polarization,1,NEG,Y
multi-purpose,1,POS,Y
mundane,1,NEG,Y
murder,1,NEG,Y
murderer,1,NEG,Y
murderous,1,NEG,Y
murderously,1,NEG,Y
murky,1,NEG,Y
muscle-flexing,1,NEG,Y
mushy,1,NEG,Y
musty,1,NEG,Y
mysterious,1,NEG,Y
mysteriously,1,NEG,Y
mystery,1,NEG,Y
mystify,1,NEG,Y
myth,1,NEG,Y
nag,1,NEG,Y
nagging,1,NEG,Y
naive,1,NEG,Y
naively,1,NEG,Y
naÔve,1,NEG,Y
narrower,1,NEG,Y
nastily,1,NEG,Y
nastiness,1,NEG,Y
nasty,1,NEG,Y
naughty,1,NEG,Y
nauseate,1,NEG,Y
nauseates,1,NEG,Y
nauseating,1,NEG,Y
nauseatingly,1,NEG,Y
navigable,1,POS,Y
neat,1,POS,Y
neatest,1,POS,Y
neatly,1,POS,Y
nebulous,1,NEG,Y
nebulously,1,NEG,Y
needless,1,NEG,Y
needlessly,1,NEG,Y
needy,1,NEG,Y
nefarious,1,NEG,Y
nefariously,1,NEG,Y
negate,1,NEG,Y
negation,1,NEG,Y
negative,1,NEG,Y
negatives,1,NEG,Y
negativity,1,NEG,Y
neglect,1,NEG,Y
neglected,1,NEG,Y
negligence,1,NEG,Y
negligent,1,NEG,Y
nemesis,1,NEG,Y
nepotism,1,NEG,Y
nervous,1,NEG,Y
nervously,1,NEG,Y
nervousness,1,NEG,Y
nettle,1,NEG,Y
nettlesome,1,NEG,Y
neurotic,1,NEG,Y
neurotically,1,NEG,Y
nice,1,POS,Y
nicely,1,POS,Y
nicer,1,POS,Y
nicest,1,POS,Y
nifty,1,POS,Y
niggle,1,NEG,Y
niggles,1,NEG,Y
nightmare,1,NEG,Y
nightmarish,1,NEG,Y
nightmarishly,1,NEG,Y
nimble,1,POS,Y
nitpick,1,NEG,Y
nitpicking,1,NEG,Y
noble,1,POS,Y
nobly,1,POS,Y
noise,1,NEG,Y
noiseless,1,POS,Y
noises,1,NEG,Y
noisier,1,NEG,Y
noisy,1,NEG,Y
non-confidence,1,NEG,Y
non-violence,1,POS,Y
non-violent,1,POS,Y
nonexistent,1,NEG,Y
nonresponsive,1,NEG,Y
nonsense,1,NEG,Y
nosey,1,NEG,Y
notably,1,POS,Y
noteworthy,1,POS,Y
notoriety,1,NEG,Y
notorious,1,NEG,Y
